city,country,x3 (McMeal),x9 (milk),x10 (bread),x11 (rice),x12 (eggs),x13 (cheese local),x14 (chicken fillets),x15 (beef round),x16 (apples),x17 (bananas),x18 (oranges),x19 (tomatoes),x20 (potatoes),x21 (onions),x22 (lettuce),x23 (water 1.5L),x28 (One-Way ticket transit),x29 (monthly pass transit),x30 (taxi start),x31 (taxi 1km),x32 (Taxi 1hr wait),x33 (Gas 1L),x34 (Volkswagen Golf),x35 (Toyota Corolla Sedan),x36 (basic utilities),x48 (apartment 1BR city center),x49 (apartment 1BR outside center),x50 (apartment 3BR city center),x51 (apartment 3BR outside center),x52 (price per sqm city center),x53 (price per sqm outside center),x54 (average monthly net salary),data_quality,NaN_tot,food_index,housing_index,transport_index,avg_transit_cost,x31b (taxi 8km),avg_taxi_cost,avg_personal_cost
Washington,United States,9.0,1.01,3.24,4.47,3.48,13.85,11.91,16.56,5.52,1.94,5.53,6.16,3.36,3.02,2.31,2.13,2.75,102.0,5.0,1.34,35.0,1.24,24190.0,21599.78,159.71,2307.11,1882.14,4600.0,3150.0,7882.02,4843.76,5907.32,1,0,128.9873068432671,186.96439693653838,113.32204975333511,52.375,10.72,16.906666666666666,15263.673333333334
Abidjan,Ivory Coast,8.84,1.75,0.56,1.1,2.03,12.32,8.33,6.0,2.68,0.88,1.71,1.78,1.04,1.11,0.56,0.72,0.44,40.16,0.8,1.61,5.22,1.09,28915.64,25702.79,131.53,568.94,227.99,1269.08,835.34,1579.65,1499.33,131.96,1,0,70.92991169977925,46.030702398516624,134.8596262455972,20.299999999999997,12.88,6.300000000000001,18206.506666666668
Fuzhou,China,4.98,1.84,1.28,0.85,1.59,10.63,5.2,16.13,2.24,1.42,1.46,1.28,0.64,0.93,0.43,0.66,0.14,42.71,1.35,0.36,6.98,1.2,18150.24,20166.93,49.32,370.12,194.55,612.13,409.27,6405.97,2942.0,781.77,1,0,71.13686534216338,82.71978996504691,94.65455815681462,21.425,2.88,3.736666666666667,12772.79
Surat,India,3.68,0.75,0.52,0.69,0.9,5.42,3.28,9.83,1.54,0.51,1.03,0.53,0.37,0.44,0.57,0.33,0.25,4.3,0.61,0.25,1.23,1.23,13202.89,29402.53,38.09,219.25,227.49,320.76,272.23,687.08,484.34,331.61,1,0,41.92880794701988,16.93986725200504,105.1225331661765,2.275,2.0,1.28,14202.216666666665
Alexandria,Egypt,3.66,0.76,0.45,0.64,1.11,2.69,3.64,7.24,1.07,0.61,0.4,0.36,0.34,0.26,0.22,0.21,0.2,9.77,0.41,0.2,2.03,0.37,20348.95,19766.46,21.56,142.44,82.85,299.58,175.24,696.65,245.54,163.76,1,0,32.64348785871965,12.531151644965014,98.99254454843233,4.984999999999999,1.6,1.3466666666666667,13371.926666666666
Belo Horizonte,Brazil,5.75,0.91,1.4,1.85,1.77,7.99,3.59,7.99,1.32,0.94,0.71,1.39,0.8,0.81,0.46,0.58,0.86,32.76,0.96,1.25,8.62,1.31,22224.78,23407.86,70.83,269.83,184.96,558.01,392.77,1697.83,945.38,319.37,1,0,52.78697571743931,31.026322904640004,112.68383921959268,16.81,10.0,6.526666666666666,15211.316666666666
Boston,United States,10.0,1.09,3.82,4.15,3.49,16.77,13.22,16.64,4.82,1.52,4.85,5.83,2.62,3.18,2.07,2.07,2.4,90.0,3.0,1.86,24.0,1.23,24934.5,22391.38,185.0,2715.62,1959.0,4969.5,3339.66,11011.48,6080.41,5342.19,1,0,132.64348785871965,227.90441782856936,117.0501702404582,46.2,14.88,13.96,15775.703333333333
Sydney,Australia,9.5,1.4,2.31,1.88,3.77,7.76,8.01,13.67,2.89,2.36,2.51,5.28,2.33,2.1,2.61,1.47,3.06,147.73,3.19,1.9,40.77,1.38,23785.29,19828.64,133.25,1720.76,1276.4,3362.87,2175.19,11820.92,6996.74,4683.94,1,0,96.37141280353202,207.0083199086595,108.0795267902384,75.395,15.2,19.720000000000002,14538.436666666666
Barcelona,Spain,9.48,1.0,1.5,1.35,2.62,12.32,7.45,12.0,2.07,1.99,1.82,2.31,1.4,1.53,1.07,0.81,2.53,42.15,3.16,2.11,25.29,2.05,26342.58,26830.67,170.85,1083.72,851.11,1798.22,1381.31,5103.12,3180.1,1978.23,1,0,83.7748344370861,102.188918487188,131.36351727986286,22.34,16.88,15.11,17725.100000000002
Melbourne,Australia,9.68,1.31,2.25,2.16,3.65,8.8,8.36,13.57,2.94,2.45,2.42,5.19,2.43,2.09,3.06,1.53,3.13,108.05,3.4,1.22,23.16,1.42,22283.41,19141.31,148.65,1284.94,1042.29,2385.93,1618.73,6263.8,5282.19,4052.92,1,0,99.18598233995584,135.76453611632658,102.53675797633657,55.589999999999996,9.76,12.106666666666667,13808.713333333333
Johannesburg,South Africa,4.28,1.07,0.91,1.5,2.05,6.57,4.49,7.15,1.55,1.44,1.5,1.47,1.33,1.21,1.0,0.95,1.82,62.48,1.71,0.86,3.13,1.43,19622.91,21046.69,106.1,396.6,371.4,756.77,736.5,735.61,670.67,1502.75,1,0,53.07671081677705,28.420768817702346,100.50386340503611,32.15,6.88,3.9066666666666663,13557.01
Casablanca,Morocco,6.14,0.69,0.47,1.41,1.23,7.45,5.44,7.53,1.19,1.13,0.57,0.58,0.47,0.45,0.29,0.54,0.57,21.72,0.73,0.71,5.19,1.43,23139.4,22457.29,37.98,426.32,237.37,784.59,447.67,1863.17,972.37,470.72,1,0,49.08940397350994,35.9206614956254,112.55713946692364,11.145,5.68,3.866666666666667,15199.373333333335
Kabul,Afghanistan,3.11,0.6,0.23,1.23,1.2,3.39,2.53,5.39,0.73,0.92,1.11,0.49,0.3,0.23,0.23,0.33,0.23,15.25,1.13,0.56,2.26,0.89,6779.66,11299.43,31.99,108.92,64.97,228.81,146.89,694.92,355.93,195.86,1,0,30.380794701986762,12.294440565786926,44.6493530073183,7.74,4.48,2.6233333333333335,6026.66
Phoenix,United States,10.0,0.85,3.15,4.09,3.55,11.81,10.22,15.16,4.59,1.51,3.73,4.1,2.89,2.64,1.64,2.51,2.4,64.0,3.0,1.46,36.0,1.31,25000.0,26428.57,209.47,1702.48,1476.19,2711.17,2238.52,2628.55,2357.3,5090.45,1,0,113.74172185430464,100.3456147446224,127.1357517790017,33.2,11.68,16.893333333333334,17143.293333333335
Amman,Jordan,7.05,1.47,0.53,1.68,2.02,7.39,6.12,11.53,2.03,1.77,1.5,0.75,0.96,0.75,0.64,0.57,0.7,49.34,0.49,1.06,7.05,1.36,35246.02,33345.72,75.22,353.18,272.13,622.57,465.8,1311.2,815.52,635.66,1,0,64.51434878587197,29.489997958997694,169.35666819120806,25.020000000000003,8.48,5.34,22864.36666666667
Yokohama,Japan,5.21,1.54,1.36,3.1,1.89,11.47,5.64,14.33,3.23,2.23,3.72,3.69,2.98,3.72,1.49,0.84,1.79,74.45,4.02,2.98,24.2,1.23,13029.07,14642.2,181.61,900.24,670.93,1954.36,1247.53,6886.8,6948.84,2707.07,1,0,91.66666666666667,141.51684881294253,68.53020886217406,38.120000000000005,23.84,17.353333333333335,9224.166666666666
Seattle,United States,11.0,1.12,4.2,5.0,3.53,17.09,14.78,17.45,5.89,2.68,5.24,6.57,3.23,3.23,2.38,1.94,2.75,100.0,5.0,1.68,30.0,1.4,26000.0,25244.69,221.73,2291.82,1843.86,4174.86,3055.84,6897.61,4878.43,6292.34,1,0,145.32284768211923,175.96414764806494,126.76270784211279,51.375,13.44,16.146666666666665,17082.03
Jeddah,Saudi Arabia,7.45,1.6,0.83,2.01,2.54,7.41,8.25,13.15,2.18,1.58,1.6,1.76,1.17,1.03,1.5,0.59,0.92,15.96,2.66,1.33,13.3,0.61,26603.63,20472.7,104.88,499.97,356.46,868.44,596.8,1296.93,1003.84,1689.77,1,0,75.40011037527594,35.60321408909164,116.21818506551335,8.440000000000001,10.64,8.866666666666667,15692.313333333334
Berlin,Germany,9.48,1.19,1.7,2.43,2.99,12.69,9.87,14.43,2.69,1.82,2.55,3.17,2.0,1.5,1.42,0.69,3.16,89.57,4.21,2.27,34.77,2.16,31580.74,28145.4,308.3,1321.9,967.17,2447.03,1736.85,8604.37,5679.69,3158.05,1,0,97.4337748344371,158.65072425456347,147.67398890587756,46.364999999999995,18.16,19.046666666666667,19909.433333333334
Algiers,Algeria,4.7,0.87,0.16,1.16,1.43,7.59,4.33,11.57,2.48,2.97,1.31,0.79,0.59,0.38,0.58,0.25,0.29,10.85,0.36,0.36,4.34,0.31,28932.06,26552.48,48.36,234.56,127.91,438.84,254.6,1624.07,1048.79,285.56,1,0,56.78807947019868,28.446977998597657,136.91529026232473,5.569999999999999,2.88,2.526666666666667,18494.95
Busan,South Korea,4.99,2.01,2.49,4.1,2.0,13.83,6.15,25.61,5.22,2.89,4.96,4.61,3.59,2.88,1.79,1.01,1.0,46.09,2.54,0.92,8.11,1.34,26119.83,,141.08,414.87,325.95,926.49,625.56,7259.92,9080.43,1910.04,1,1,121.59216335540839,141.39627151807645,64.58290471024092,23.545,7.36,6.003333333333333,13060.585000000001
Detroit,United States,8.75,0.92,2.94,3.41,3.12,12.62,13.22,16.73,4.35,1.72,4.13,3.66,3.17,3.04,1.46,1.88,2.0,60.0,3.0,1.24,15.0,1.28,25000.0,26901.67,280.06,1266.67,880.0,2716.67,1666.67,1076.39,1130.21,3926.67,1,0,117.43929359823402,67.90791238602208,128.23956416863894,31.0,9.92,9.306666666666667,17300.983333333334
Montreal,Canada,9.63,2.17,2.81,2.9,2.87,11.4,11.07,12.68,3.17,1.49,3.11,3.47,1.84,1.96,2.08,1.68,2.59,69.67,2.96,1.3,30.57,1.47,22234.49,19365.84,80.09,1045.58,800.16,1846.59,1342.69,6069.66,3487.84,2823.94,1,0,102.55242825607066,110.50491083229967,102.89147287969098,36.13,10.4,14.643333333333333,13867.266666666668
Lucknow,India,3.07,0.68,0.45,0.71,1.03,3.96,3.48,6.52,1.49,0.58,0.82,0.43,0.25,0.35,0.43,0.35,0.43,12.28,0.61,0.15,1.23,1.25,14738.11,24393.62,47.83,122.82,77.99,305.51,180.13,1067.19,599.7,569.74,1,0,33.94039735099338,18.084108876552502,96.57323546665523,6.3549999999999995,1.2,1.0133333333333334,13044.326666666666
Faisalabad,Pakistan,3.35,0.53,0.35,0.69,0.82,2.84,1.71,2.79,0.89,0.44,0.58,0.44,0.34,0.28,0.35,0.3,0.22,8.94,0.67,0.18,1.34,0.81,20116.23,16380.23,54.03,83.45,50.96,174.34,134.11,258.76,167.02,188.39,1,0,23.04083885209713,6.948972682954016,90.06295023926421,4.58,1.44,1.1500000000000001,12165.756666666668
Jaipur,India,3.68,0.64,0.45,0.88,0.93,5.62,3.74,4.18,1.49,0.42,0.81,0.49,0.34,0.41,0.39,0.37,0.31,7.37,0.61,0.25,1.35,1.36,16580.38,20878.99,43.91,145.74,88.84,385.11,227.68,1750.63,577.05,447.36,1,0,34.27152317880795,24.24319107321324,92.43610370631315,3.84,2.0,1.32,12486.910000000002
San Diego,United States,10.0,1.1,3.88,4.36,4.24,12.97,16.43,17.41,4.58,1.89,3.23,3.81,2.99,2.47,1.65,1.92,2.5,75.0,2.8,1.86,25.99,1.61,26000.0,22964.95,201.77,2576.61,2060.42,4332.25,3534.09,8702.59,6973.07,5924.47,1,0,128.21467991169982,213.74641412463973,121.06218106124858,38.75,14.88,14.556666666666667,16322.186666666666
Brasilia,Brazil,6.71,1.06,1.48,1.66,2.06,8.69,3.78,8.25,1.52,1.08,0.93,1.48,1.02,0.97,0.66,0.77,1.05,48.94,1.04,0.96,6.1,1.33,22991.15,27692.64,84.57,382.31,216.27,851.14,509.09,2092.97,1305.43,620.32,1,0,58.112582781456965,40.98407942888086,125.17819619614583,24.994999999999997,7.68,4.9399999999999995,16895.04
Mashhad,Iran,4.02,0.71,0.61,2.31,1.23,2.79,2.61,6.77,0.74,1.35,0.79,0.49,0.38,0.38,0.39,0.23,0.22,10.0,0.49,0.36,2.93,0.55,45000.0,58333.33,32.61,505.05,254.46,951.88,604.1,1364.89,1167.86,304.12,1,0,35.59602649006622,36.75950591175188,254.94841968207638,5.11,2.88,2.1,34444.62666666667
Minneapolis,United States,9.0,0.89,3.16,4.77,3.26,9.88,9.79,14.25,6.04,1.84,4.98,5.06,2.6,2.77,1.78,1.9,2.5,85.0,3.75,1.55,30.0,1.08,23000.0,21936.88,143.33,1514.82,1138.5,3322.5,2287.5,5651.05,3767.37,4963.79,1,0,113.09326710816778,134.24726554645014,111.16018588550942,43.75,12.4,15.383333333333333,14979.320000000002
Addis Ababa,Ethiopia,4.0,0.91,0.53,1.98,2.13,8.12,8.09,8.73,3.19,0.86,1.66,0.81,0.46,0.66,0.42,0.39,0.3,12.0,1.42,0.4,3.0,0.75,33000.0,49195.71,168.33,466.89,243.0,1693.09,671.6,1457.18,999.0,194.78,1,0,59.2439293598234,42.921977226631846,202.81231020322775,6.15,3.2,2.54,27398.819999999996
Kuwait City,Kuwait,6.52,1.34,0.76,1.91,1.79,4.0,5.03,10.2,2.2,1.86,1.86,1.24,1.06,0.92,1.28,0.51,0.98,40.72,4.07,3.26,9.77,0.35,22479.96,16159.51,43.98,929.33,653.31,1899.05,1350.34,7057.23,3095.07,1940.76,1,0,58.609271523178805,113.18382050024891,95.46545137526958,20.849999999999998,26.08,13.306666666666667,12879.94
Incheon,South Korea,4.46,2.8,2.75,3.98,3.42,9.67,7.45,19.95,6.12,3.59,7.17,5.89,3.33,2.3,1.54,1.15,0.98,40.33,3.96,0.6,10.95,1.35,23046.91,22381.5,131.06,422.53,268.88,1126.74,576.17,11011.3,7682.3,2047.33,1,0,118.06015452538632,159.80807046955857,112.21063932557054,20.654999999999998,4.8,6.57,15143.253333333332
Quezon City,Philippines,2.78,1.6,1.28,0.95,1.93,8.89,4.67,7.42,2.52,1.69,2.47,1.32,2.17,2.23,1.16,0.83,0.45,9.87,0.72,0.24,2.15,1.29,27720.47,20992.2,201.62,320.29,190.32,898.87,471.34,1492.18,556.92,316.53,1,0,60.58222958057395,31.116172194318487,120.20537891761506,5.159999999999999,1.92,1.5966666666666665,16237.98666666667
Sanaa,Yemen,9.0,2.01,1.2,3.65,3.13,7.13,8.79,22.82,4.99,1.57,4.26,2.06,1.67,1.68,0.53,0.91,0.6,54.94,2.0,3.99,4.79,1.79,7988.02,31952.08,47.04,204.77,115.59,486.91,283.45,2786.35,1015.36,599.5,1,0,104.02869757174396,37.20099504510916,98.69607304773592,27.77,31.92,12.903333333333334,13313.963333333333
Surabaya,Indonesia,3.24,1.19,0.97,0.81,1.52,6.15,3.44,7.24,2.3,1.38,1.83,0.88,1.15,1.38,0.6,0.36,0.32,9.72,0.58,0.32,2.75,0.79,23334.86,27914.38,73.31,228.35,149.09,504.54,353.47,1901.77,900.98,331.5,1,0,47.516556291390735,30.96531877669402,126.46223997071304,5.0200000000000005,2.56,1.9633333333333336,17083.343333333334
Bandung,Indonesia,3.24,1.11,0.93,0.81,1.5,8.59,2.84,8.43,2.06,1.27,1.17,1.03,1.06,1.83,1.02,0.43,0.58,14.09,0.97,0.45,3.24,0.8,32409.53,24503.77,34.32,206.34,140.58,429.43,294.93,1143.43,577.97,291.36,1,0,51.49006622516558,21.291193790532915,140.44882203273175,7.335,3.6,2.6033333333333335,18971.366666666665
Tampa,United States,10.0,1.09,3.48,3.76,3.29,13.62,11.24,14.3,4.58,1.6,3.8,4.23,3.06,2.75,2.18,2.22,2.0,66.0,3.62,2.49,42.75,1.16,24000.0,26391.86,168.49,1995.95,1625.25,3480.89,2469.12,3869.29,2167.35,5289.14,1,0,117.5496688741722,118.81751405919209,124.60259547008916,34.0,19.92,22.096666666666668,16797.673333333336
Salvador,Brazil,5.75,1.1,1.53,0.97,1.73,8.77,3.66,7.91,1.63,0.89,1.01,1.46,1.04,0.97,0.65,0.46,0.89,24.91,0.91,1.92,,1.29,20596.24,28751.07,76.54,354.45,191.59,609.9,445.45,1417.79,967.54,227.1,1,1,54.539183222958066,30.601929989855243,121.80846628666609,12.9,15.36,8.135,16449.533333333336
Rome,Italy,9.48,1.61,1.58,2.22,3.59,16.58,9.95,15.85,2.4,1.9,2.4,2.71,1.61,1.58,1.15,0.53,1.58,36.88,4.74,1.16,31.61,2.07,26343.63,28654.34,197.83,1070.3,728.04,2284.37,1368.17,7125.32,3585.89,1579.61,1,0,103.66997792494482,123.21267319335523,135.86676100075044,19.23,9.28,15.209999999999999,18333.346666666668
Guatemala City,Guatemala,5.73,1.66,1.97,1.55,2.06,5.5,6.29,9.91,3.26,1.02,2.59,1.75,1.63,1.66,0.82,0.97,0.51,10.51,3.5,0.64,13.69,1.08,17830.32,22087.41,88.2,573.77,401.68,1063.69,698.72,1534.68,958.05,436.56,1,0,66.73565121412805,40.05779576269846,98.54670252545958,5.51,5.12,7.436666666666667,13306.269999999999
Denver,United States,9.4,1.03,4.02,5.13,3.17,12.78,14.49,15.76,5.23,1.57,4.73,5.03,2.56,2.86,1.77,2.15,3.0,114.0,3.0,1.4,26.25,1.15,30000.0,23528.31,158.16,1893.0,1601.38,3436.84,2571.58,4539.68,3242.33,5565.78,1,0,126.49006622516559,131.36952760963985,132.4158208915459,58.5,11.2,13.483333333333334,17843.153333333335
Kyiv,Ukraine,3.62,0.99,0.69,1.57,1.28,7.97,3.8,6.12,0.58,1.22,1.35,2.05,0.47,0.64,1.03,0.47,0.3,9.52,1.36,0.26,3.26,1.44,22292.89,17345.09,93.68,472.73,285.12,895.82,471.19,1967.7,1039.24,516.89,1,0,46.702538631346584,39.35504327150829,97.82257002159518,4.91,2.08,2.2333333333333334,13213.14
Taichung,Taiwan,4.91,3.18,1.79,3.55,3.08,18.55,7.65,19.09,4.5,1.57,2.75,3.44,3.3,2.17,2.44,1.08,0.65,40.98,2.78,0.53,9.82,1.0,32730.01,24372.95,58.6,376.4,278.21,895.98,682.65,4697.34,2660.19,1136.2,1,0,114.58333333333334,72.67301260224782,141.00458891900146,20.814999999999998,4.24,5.613333333333333,19034.653333333332
Guayaquil,Ecuador,6.25,1.06,1.44,1.49,1.86,4.84,7.06,5.14,2.01,1.03,1.43,0.95,0.81,0.98,0.55,0.86,0.3,16.2,2.5,2.5,8.0,0.74,21500.0,26500.0,86.06,362.11,275.0,690.0,622.22,1225.0,1433.33,607.5,1,0,52.09713024282562,35.35015992872309,118.48558272265335,8.25,20.0,10.166666666666666,16000.246666666668
Kaohsiung,Taiwan,4.91,2.9,1.96,2.22,2.69,11.99,6.44,17.75,3.17,1.79,2.46,3.53,2.08,2.35,1.78,1.28,0.65,32.73,2.7,0.82,3.27,0.99,29391.55,24547.51,91.44,345.15,214.56,865.53,541.86,4161.39,2080.69,1247.19,1,0,95.61258278145696,62.51507216185828,133.163561585306,16.689999999999998,6.56,4.176666666666667,17980.016666666666
La Paz,Bolivia,6.51,0.96,1.14,1.11,1.57,6.86,4.14,6.37,2.88,1.36,1.51,1.02,1.02,0.86,0.79,1.08,0.43,31.09,1.45,1.81,8.68,0.56,16945.29,21661.3,42.16,275.21,223.69,468.22,429.68,1282.05,986.95,499.75,1,0,54.05629139072848,27.92603287143418,95.34701572251174,15.76,14.48,8.203333333333333,12869.050000000001
Taipei,Taiwan,4.91,3.15,1.93,3.07,3.28,15.98,8.7,18.89,4.14,2.19,2.73,3.36,2.74,2.43,1.78,1.12,0.82,41.89,2.45,0.82,9.82,1.02,31682.65,24854.67,82.34,680.15,441.34,1474.67,1007.15,14799.79,8216.94,1876.87,1,0,110.92715231788081,201.10560567684837,139.61182905993027,21.355,6.56,6.276666666666666,18846.11333333333
Antananarivo,Madagascar,6.87,0.98,1.12,0.66,1.9,7.56,5.73,4.73,2.0,0.57,0.87,0.82,0.53,0.89,0.22,0.54,0.14,2.61,1.15,1.15,4.58,1.03,18613.97,25773.2,44.9,431.46,200.46,916.38,448.08,916.38,458.19,142.04,1,0,49.65507726269316,25.726043264730052,109.52480685441716,1.375,9.2,4.976666666666667,14796.066666666666
Brooklyn,United States,12.0,1.28,3.7,5.62,3.35,12.15,14.1,15.61,4.42,1.97,5.21,5.15,3.49,2.37,2.0,1.93,2.75,127.0,3.8,1.55,32.5,1.23,22950.0,23271.43,132.48,2806.77,2028.57,4308.33,2875.0,12542.11,9569.12,4950.19,1,0,130.17384105960267,258.0427917597733,114.43992344729898,64.875,12.4,16.233333333333334,15407.553333333335
Santo Domingo,Dominican Republic,7.4,1.31,2.15,1.25,2.22,7.03,5.61,10.83,2.81,0.64,2.45,1.18,1.55,2.29,0.78,1.22,0.64,91.41,3.66,3.11,5.48,1.27,32906.76,33380.52,86.9,907.76,373.55,1562.4,634.78,2186.2,1070.33,459.84,1,0,69.97792494481237,51.378429693495676,163.78422262449067,46.025,24.88,11.339999999999998,22096.18333333333
Medellin,Colombia,4.83,0.67,0.89,0.78,1.39,3.22,4.2,5.56,2.08,0.69,1.02,1.0,0.99,0.91,0.59,0.53,0.53,31.47,1.0,1.47,6.29,0.51,14685.94,20245.62,57.56,297.13,246.37,517.34,397.62,1132.5,1033.79,342.66,1,0,40.493929359823404,27.73285313293854,86.2743168056269,16.0,11.76,6.3500000000000005,11644.023333333333
Dubai,United Arab Emirates,8.17,1.81,1.48,1.9,3.14,9.71,8.22,10.55,2.24,1.82,1.78,1.63,1.08,0.94,1.57,0.61,1.57,95.29,3.27,0.82,8.17,1.1,27089.57,20992.61,192.01,1793.25,1015.88,3272.26,2005.59,3752.32,2379.01,4322.14,1,0,78.1594922737307,108.52950679292263,118.88561449626734,48.43,6.56,6.0,16027.76
Tashkent,Uzbekistan,3.5,0.99,0.42,1.34,1.49,6.08,3.64,7.26,1.42,1.71,2.28,1.48,0.48,0.36,0.3,0.3,0.13,14.09,0.5,0.27,4.55,0.91,13508.25,19690.73,42.75,456.99,310.75,849.95,563.55,1206.66,605.82,333.39,1,0,45.59878587196468,30.40016448520424,81.94886224312833,7.11,2.16,2.4033333333333333,11066.63
Cali,Colombia,5.24,0.9,0.94,0.61,1.58,3.0,3.39,4.88,1.8,0.51,0.72,0.92,0.83,0.66,0.4,0.66,0.5,25.18,1.05,1.15,4.62,0.5,17203.53,17589.04,59.83,208.3,138.12,305.14,285.85,769.26,812.97,325.19,1,0,37.30684326710817,19.42695282874635,85.9110417749017,12.84,9.2,4.956666666666667,11597.69
Douala,Cameroon,3.21,2.45,0.58,1.46,1.74,18.21,5.7,4.7,3.35,1.2,0.93,0.85,1.71,1.1,0.72,0.57,0.36,4.02,0.4,0.4,4.02,1.03,21285.12,9370.81,79.17,182.95,93.71,619.48,277.11,1499.33,481.93,188.18,1,0,66.88741721854306,24.35405289585089,75.65021198032996,2.19,3.2,2.5399999999999996,10218.986666666666
Fortaleza,Brazil,6.32,1.14,1.35,0.95,1.44,6.47,4.11,7.5,2.01,0.98,1.12,1.28,1.21,0.84,0.59,0.68,0.75,17.72,0.93,0.57,4.56,1.27,18201.33,24542.41,80.59,194.79,124.54,426.73,260.83,1386.09,659.17,239.49,1,0,52.41445916114791,23.593836022410354,105.50798558740976,9.235,4.56,3.3499999999999996,14248.336666666668
Yaounde,Cameroon,3.21,1.94,0.7,0.88,1.52,14.86,4.38,5.46,2.41,1.37,1.37,1.08,1.41,1.53,0.59,0.58,0.4,,0.4,0.4,4.02,1.02,16064.24,4658.63,73.63,102.81,89.96,638.56,318.61,963.85,197.27,361.45,1,1,59.726821192052995,17.95999183599078,51.13654809286776,0.4,3.2,2.5399999999999996,6907.963333333333
Nagpur,India,3.68,0.63,0.46,0.65,0.94,7.09,3.77,4.41,2.11,0.61,0.95,0.54,0.43,0.42,1.29,0.35,0.37,8.6,0.68,0.2,2.46,1.36,10439.5,16580.38,17.46,101.32,72.67,297.83,173.17,1364.64,440.22,499.46,1,0,39.08664459161148,18.582233941039892,66.68894273299458,4.484999999999999,1.6,1.58,9007.08
Brisbane,Australia,8.83,1.32,2.11,1.95,3.23,7.55,7.65,13.62,3.01,2.4,2.7,4.35,2.25,1.94,2.65,1.7,3.57,134.56,3.4,1.47,33.44,1.38,21746.55,19223.04,143.1,1332.28,1030.16,2163.03,1438.11,6667.65,4048.6,4082.97,1,0,92.79801324503312,126.69977458598154,101.50636039665706,69.065,11.76,16.2,13656.99
Accra,Ghana,4.46,1.19,0.64,0.88,1.01,6.91,2.55,2.66,1.45,0.68,0.73,1.15,1.24,1.01,0.6,0.28,0.41,18.21,0.71,0.71,2.5,0.65,5571.43,4275.51,26.75,589.26,41.21,1355.52,178.93,1156.33,5016.08,183.6,1,0,37.85871964679912,62.99301314450674,24.34857924087705,9.31,5.68,2.9633333333333334,3282.53
Tangerang,Indonesia,3.24,1.26,1.11,0.91,1.42,9.07,4.21,7.19,2.11,1.69,2.38,1.3,1.38,4.26,0.94,0.37,0.29,7.78,0.57,0.49,9.72,0.81,34840.25,24365.49,91.96,315.99,233.35,842.65,526.65,1750.11,803.76,404.96,1,0,59.10596026490067,34.3767298624244,146.10287250245332,4.035,3.92,4.736666666666667,19735.516666666666
Fukuoka,Japan,5.21,1.57,1.71,3.19,1.8,22.34,5.35,18.12,5.96,2.73,5.21,5.46,3.72,3.23,1.26,0.93,2.08,70.73,4.28,4.32,17.87,1.22,24569.11,16627.58,198.35,502.55,316.42,998.9,539.78,5658.34,3164.2,1646.81,1,0,121.12306843267109,85.6960382714292,101.87585200403191,36.405,34.56,18.903333333333336,13732.636666666667
Vancouver,Canada,8.89,2.19,2.61,3.44,3.58,12.69,11.52,14.7,3.15,1.43,3.44,3.49,2.69,1.99,2.28,1.92,2.3,95.24,2.78,1.43,26.9,1.58,22234.49,19160.9,91.93,1799.96,1502.8,3373.09,2341.43,9983.22,7902.75,3474.89,1,0,110.38907284768212,203.3107919314886,102.4393649421587,48.769999999999996,11.44,13.706666666666665,13798.99
Baku,Azerbaijan,5.74,1.24,0.41,1.86,1.31,4.24,3.94,7.37,0.88,1.5,1.49,1.3,0.65,0.44,0.48,0.53,0.18,11.76,0.94,0.59,3.53,0.64,20588.24,21504.29,50.18,321.86,181.7,627.73,333.51,1548.48,724.24,405.72,1,0,46.05408388520972,28.526584619880264,103.88138870428287,5.97,4.72,3.063333333333333,14031.056666666665
Havana,Cuba,7.0,3.52,1.18,1.85,1.64,4.85,6.07,11.59,6.24,1.1,1.12,2.05,1.82,2.34,0.86,0.98,0.1,20.0,1.0,0.5,15.0,1.14,80000.0,81500.0,37.14,532.86,222.5,1625.0,730.0,490.89,268.23,35.75,1,0,74.7930463576159,29.42221559461326,398.4967232227129,10.05,4.0,6.666666666666667,53833.71333333334
Medan,Indonesia,2.59,1.16,1.3,0.83,1.45,4.11,2.53,7.21,2.14,1.05,1.05,0.71,0.8,1.66,0.5,0.42,0.32,6.48,0.45,0.65,3.94,0.8,35650.48,20504.43,50.23,106.3,66.76,388.91,210.66,1979.08,864.25,302.49,1,0,40.71467991169978,27.611447386952197,138.55947611033736,3.4000000000000004,5.2,3.1966666666666668,18718.570000000003
Ningbo,China,5.55,2.28,2.73,1.02,1.53,16.9,5.36,11.63,2.28,1.53,2.37,1.58,0.83,1.0,0.77,0.74,0.28,14.24,1.57,0.34,6.66,1.18,19929.68,21827.74,32.39,419.95,403.34,889.72,658.39,5836.55,3665.64,921.23,1,0,80.16004415011038,89.6683860793099,103.07106287179198,7.26,2.72,3.65,13919.533333333335
Harare,Zimbabwe,6.0,1.61,1.0,1.51,1.81,8.08,4.91,4.73,2.9,1.52,1.89,1.39,1.65,1.35,0.76,0.92,0.5,30.0,5.0,2.0,10.0,1.5,25000.0,27666.67,60.67,296.43,296.0,887.5,762.5,1344.1,1500.0,272.22,1,0,57.9884105960265,38.76548732884012,130.04404888597466,15.25,16.0,10.333333333333334,17556.056666666667
